university_name,normalized_name,country,year,source
Carlos III University of Madrid,carlos iii university of madrid,Spain,2020,THE
University of Castilla-La Mancha,university of castilla la mancha,Spain,2020,THE
University of Central Lancashire,university of central lancashire,United Kingdom,2020,THE
Chang Gung University,chang gung university,Taiwan,2020,THE
Chiba University,chiba university,Japan,2020,THE
University of Chile,university of chile,Chile,2020,THE
"China University of Geosciences, Beijing",china university of geosciences beijing,China,2020,THE
"China University of Geosciences, Wuhan",china university of geosciences wuhan,China,2020,THE
China University of Mining and Technology,china university of mining and technology,China,2020,THE
China Pharmaceutical University,china pharmaceutical university,China,2020,THE
Chongqing University,chongqing university,China,2020,THE
Chonnam National University,chonnam national university,South Korea,2020,THE
Chulalongkorn University,chulalongkorn university,Thailand,2020,THE
University of Córdoba,university of cordoba,Spain,2020,THE
Czech Technical University in Prague,czech technical university in prague,Czech Republic,2020,THE
University of Debrecen,university of debrecen,Hungary,2020,THE
University of Derby,university of derby,United Kingdom,2020,THE
University of Deusto,university of deusto,Spain,2020,THE
Eastern Mediterranean University,eastern mediterranean university,Northern Cyprus,2020,THE
University of East London,university of east london,United Kingdom,2020,THE
Edinburgh Napier University,edinburgh napier university,United Kingdom,2020,THE
Embry-Riddle Aeronautical University,embry riddle aeronautical university,United States,2020,THE
Universidade Estadual Paulista (Unesp),universidade estadual paulista,Brazil,2020,THE
University of Évora,university of evora,Portugal,2020,THE
Federal University of Pelotas,federal university of pelotas,Brazil,2020,THE
Federal University of Rio de Janeiro,federal university of rio de janeiro,Brazil,2020,THE
Federico Santa María Technical University,federico santa maria technical university,Chile,2020,THE
Ferdowsi University of Mashhad,ferdowsi university of mashhad,Iran,2020,THE
Florida Atlantic University,florida atlantic university,United States,2020,THE
Florida Institute of Technology,florida institute of technology,United States,2020,THE
University of La Frontera,university of la frontera,Chile,2020,THE
Fu Jen Catholic University,fu jen catholic university,Taiwan,2020,THE
Fuzhou University,fuzhou university,China,2020,THE
Gdańsk University of Technology,gdansk university of technology,Poland,2020,THE
University of Ghana,university of ghana,Ghana,2020,THE
Guangdong University of Technology,guangdong university of technology,China,2020,THE
Hamamatsu University School of Medicine,hamamatsu university school of medicine,Japan,2020,THE
Hanoi University of Science and Technology,hanoi university of science and technology,Vietnam,2020,THE
Hyogo College of Medicine,hyogo college of medicine,Japan,2020,THE
Ilmenau University of Technology,ilmenau university of technology,Germany,2020,THE
Indian Institute of Science Education and Research Kolkata,indian institute of science education and research kolkata,India,2020,THE
Indian Institute of Technology (Indian School of Mines) Dhanbad,indian institute of technology dhanbad,India,2020,THE
Indian Institute of Technology Patna,indian institute of technology patna,India,2020,THE
Inha University,inha university,South Korea,2020,THE
"International Islamic University, Islamabad",international islamic university islamabad,Pakistan,2020,THE
University of Isfahan,university of isfahan,Iran,2020,THE
Isfahan University of Medical Sciences,isfahan university of medical sciences,Iran,2020,THE
Istanbul University,istanbul university,Turkey,2020,THE
Jadavpur University,jadavpur university,India,2020,THE
University of Jaén,university of jaen,Spain,2020,THE
Jeonbuk National University,jeonbuk national university,South Korea,2020,THE
Jiangsu University,jiangsu university,China,2020,THE
Jilin University,jilin university,China,2020,THE
Jinan University,jinan university,China,2020,THE
The University of Jordan,the university of jordan,Jordan,2020,THE
Juntendo University,juntendo university,Japan,2020,THE
Kanazawa University,kanazawa university,Japan,2020,THE
Kaohsiung Medical University,kaohsiung medical university,Taiwan,2020,THE
Karabük University,karabuk university,Turkey,2020,THE
Karlstad University,karlstad university,Sweden,2020,THE
Kingston University,kingston university,United Kingdom,2020,THE
K.N. Toosi University of Technology,k n toosi university of technology,Iran,2020,THE
Kumamoto University,kumamoto university,Japan,2020,THE
University of Kurdistan,university of kurdistan,Iran,2020,THE
Kuwait University,kuwait university,Kuwait,2020,THE
Kyoto Prefectural University of Medicine,kyoto prefectural university of medicine,Japan,2020,THE
Kyungpook National University,kyungpook national university,South Korea,2020,THE
University of Lagos,university of lagos,Nigeria,2020,THE
Lahore University of Management Sciences,lahore university of management sciences,Pakistan,2020,THE
University of Las Palmas de Gran Canaria,university of las palmas de gran canaria,Spain,2020,THE
University of Latvia,university of latvia,Latvia,2020,THE
Lebanese American University,lebanese american university,Lebanon,2020,THE
Leeds Beckett University,leeds beckett university,United Kingdom,2020,THE
Louisiana Tech University,louisiana tech university,United States,2020,THE
Lviv Polytechnic National University,lviv polytechnic national university,Ukraine,2020,THE
University of Malaga,university of malaga,Spain,2020,THE
University of Maribor,university of maribor,Slovenia,2020,THE
Marquette University,marquette university,United States,2020,THE
University of Mazandaran,university of mazandaran,Iran,2020,THE
Mississippi State University,mississippi state university,United States,2020,THE
University of Murcia,university of murcia,Spain,2020,THE
Muroran Institute of Technology,muroran institute of technology,Japan,2020,THE
University of Nairobi,university of nairobi,Kenya,2020,THE
Nanjing Agricultural University,nanjing agricultural university,China,2020,THE
Nanjing Tech University,nanjing tech university,China,2020,THE
National Central University,national central university,Taiwan,2020,THE
National Chengchi University,national chengchi university,Taiwan,2020,THE
National Dong Hwa University,national dong hwa university,Taiwan,2020,THE
National Institute of Technology Rourkela,national institute of technology rourkela,India,2020,THE
"National Institute of Technology, Tiruchirappalli",national institute of technology tiruchirappalli,India,2020,THE
National University of Sciences and Technology,national university of sciences and technology,Pakistan,2020,THE
National Sun Yat-Sen University,national sun yat sen university,Taiwan,2020,THE
National Taipei University of Technology,national taipei university of technology,Taiwan,2020,THE
The New School,the new school,United States,2020,THE
Niigata University,niigata university,Japan,2020,THE
Normandy University,normandy university,France,2020,THE
"Northeastern University, China",northeastern university china,China,2020,THE
Northeast Normal University,northeast normal university,China,2020,THE
University of Northern British Columbia (UNBC),university of northern british columbia,Canada,2020,THE
Northwest University,northwest university,China,2020,THE
NorthWest A&F University,northwest a and f university,China,2020,THE
Okayama University,okayama university,Japan,2020,THE
Osaka City University,osaka city university,Japan,2020,THE
Osmania University,osmania university,India,2020,THE
Pablo de Olavide University,pablo de olavide university,Spain,2020,THE
University of Patras,university of patras,Greece,2020,THE
University of Pécs,university of pecs,Hungary,2020,THE
Polytechnic Institute of Porto,polytechnic institute of porto,Portugal,2020,THE
Polytechnic University of Valencia,polytechnic university of valencia,Spain,2020,THE
Pondicherry University,pondicherry university,India,2020,THE
Pontifical Catholic University of Peru,pontifical catholic university of peru,Peru,2020,THE
Pontifical Catholic University of Rio Grande do Sul (PUCRS),pontifical catholic university of rio grande do sul,Brazil,2020,THE
University of Puerto Rico,university of puerto rico,Puerto Rico,2020,THE
University of the Punjab,university of the punjab,Pakistan,2020,THE
University Rey Juan Carlos,university rey juan carlos,Spain,2020,THE
Rikkyo University,rikkyo university,Japan,2020,THE
Rochester Institute of Technology,rochester institute of technology,United States,2020,THE
